Customer_ID,Full_Name,NIC_Number,Gender,Date_of_Birth,Age,District,Province,Urban_Rural,Customer_Segment,Account_Open_Date,Customer_Tenure_Years,Savings_Balance,Monthly_Deposit_Avg,Monthly_Withdrawal_Avg,Net_Monthly_Flow,Account_Status,Interest_Rate_Tier,Has_Loan,Loan_Type,Loan_Amount,Loan_Tenure_Months,Monthly_Repayment_Amount,Loan_Repayment_Status,Loan_Start_Date,Outstanding_Loan_Balance,Mobile_App_User,Last_Login_Date,Monthly_Transaction_Count,Preferred_Channel,Push_Notification_Enabled,KYC_Status,KYC_Last_Updated,Suspicious_Activity_Flag,PEP_Flag,Has_Fixed_Deposit,FD_Amount,Has_Insurance,Has_Mobile_Wallet,Number_of_Products,Acquisition_Channel,Referral_Source,Last_Campaign_Response,Promo_Code_Used,Age_Band,Debt_to_Savings,Savings_Growing,CrossSell_Opportunity,High_Risk_Flag
FSL-0288,Carol White,915655590V,Female,1991-03-06,32,Trincomalee,Eastern,Urban,Premium,2020-07-05,5.8,2136115.59,81730.78,29270.43,52460.35,Active,Gold,No,,,,,,,,No,,2,Online,No,Verified,2023-04-21,No,No,No,,Yes,Yes,3,Digital,Family,Ignored,No,25-34,,True,False,False
FSL-0289,David Turner,782398303V,Male,1978-08-27,45,Gampaha,Western,Urban,Regular,2018-11-05,7.5,255151.61,12362.58,9353.44,3009.1399999999994,Active,Silver,Yes,Housing,615534.85,60.0,11284.81,Delayed,2023-11-04,520443.36,No,,4,Online,No,Verified,2020-08-28,No,No,No,,No,No,2,Digital,Family,Ignored,No,45-54,2.0397416265568538,True,True,False
FSL-0290,Steven Young,951461996V,Male,1995-05-26,28,Galle,Southern,Suburban,Regular,2022-09-05,3.7,435326.49,22118.62,7630.73,14487.89,Active,Silver,No,,,,,,,,Yes,2023-09-08,27,Online,Yes,Verified,2023-03-17,No,No,No,,No,Yes,2,Referral,Colleague,Unsubscribed,No,25-34,,True,True,False
FSL-0291,Sandra Carter,772474668V,Male,1977-09-04,46,Colombo,Western,Suburban,Regular,2022-03-04,4.2,448866.68,9897.25,8475.5,1421.75,Active,Standard,No,,,,,,,,Yes,2023-08-03,15,App,Yes,Verified,2023-05-24,No,No,No,,No,Yes,2,Branch,,Unsubscribed,No,45-54,,True,True,False
FSL-0292,Joseph Parker,853464592V,Male,1985-12-12,38,Matara,Southern,Urban,Starter,2021-01-10,5.3,100311.05,7230.31,6242.72,987.5900000000001,Active,Standard,No,,,,,,,,No,,5,Online,No,Verified,2023-02-02,No,No,No,,Yes,No,2,Agent,Family,Ignored,No,35-44,,True,False,False
FSL-0293,Ronald Torres,911792535V,Male,1991-06-28,32,Ratnapura,Sabaragamuwa,Urban,Premium,2016-12-22,9.4,1349869.65,66725.55,49222.64,17502.910000000003,Active,Gold,Yes,Housing,2661496.48,48.0,60992.63,Delayed,2019-01-30,423273.76,Yes,2023-08-02,31,Agent,Yes,Verified,2020-01-25,No,No,Yes,1670468.27,No,No,3,Digital,Family,Responded,Yes,25-34,0.3135663950960006,True,False,False
FSL-0294,Andrew Parker,701542742V,Male,1970-06-03,53,Badulla,Uva,Suburban,Regular,2022-12-07,3.4,86272.85,2446.16,1848.82,597.3399999999999,Inactive,Standard,No,,,,,,,,Yes,2023-10-01,11,Branch,Yes,Verified,2023-07-09,No,Yes,Yes,1134819.99,Yes,No,3,Agent,Family,Responded,No,45-54,,True,False,False
FSL-0295,Karen Green,767246788V,Female,1976-08-11,47,Matara,Southern,Urban,Starter,2019-04-25,7.0,104581.11,6577.22,5531.24,1045.9800000000005,Active,Standard,No,,,,,,,,Yes,2023-08-12,24,App,No,Verified,2020-06-22,No,No,Yes,1107913.22,No,No,2,Branch,,Ignored,No,45-54,,True,False,False
FSL-0296,Dorothy Scott,820599179V,Male,1982-02-28,41,Jaffna,Northern,Rural,Starter,2022-12-23,3.4,120809.11,8134.24,8888888.0,-8880753.76,Suspended,Standard,No,,,,,,,,Yes,2023-07-08,26,Agent,No,Pending,2022-09-06,No,No,No,,No,Yes,2,Referral,Family,Responded,No,35-44,,False,True,False
FSL-0297,Michelle Hall,917167782V,Female,1991-08-04,32,Trincomalee,Eastern,Rural,Regular,2023-12-30,2.3,756343.61,56949.87,30178.37,26771.500000000004,Active,Silver,No,,,,,,,,Yes,2023-10-16,16,Agent,Yes,Pending,2022-12-15,No,No,No,,No,Yes,2,Digital,Family,Unsubscribed,Yes,25-34,,True,True,False
FSL-0298,Nicole Wilson,722476723V,Male,1972-09-03,51,Jaffna,Northern,Rural,Starter,2016-07-24,9.8,47731.11,1367.42,1110.33,257.09000000000015,Suspended,Standard,No,,,,,,,,Yes,2023-12-29,16,App,No,Verified,2023-11-25,No,No,Yes,1933335.07,No,No,2,Digital,,Ignored,No,45-54,,True,False,False
FSL-0299,Michael Anderson,766242294V,Female,1976-05-03,47,Galle,Southern,Urban,Regular,2019-09-02,6.7,136779.44,4232.7,3158.16,1074.54,Active,Standard,No,,,,,,,,Yes,2023-09-14,23,Agent,No,Verified,2021-08-10,No,No,No,,No,Yes,2,Branch,Friend,Ignored,No,45-54,,True,True,False
FSL-0300,Jeffrey Carter,957429222V,Female,1995-08-30,28,Matara,Southern,Suburban,Regular,2016-10-04,9.6,232025.53,5920.41,3117.31,2803.1,Suspended,Silver,No,,,,,,,,Yes,2023-06-15,16,Agent,Yes,Pending,2023-02-19,No,No,No,,No,No,1,Agent,,Responded,No,25-34,,True,True,False
FSL-0301,Edward Jackson,748162710V,Male,1974-11-12,49,Gampaha,Western,Urban,Regular,2018-10-06,7.6,41878.11,1546.66,966.57,580.09,Active,Standard,No,,,,,,,,No,,2,Branch,No,Verified,2020-03-07,No,No,No,,Yes,No,2,Agent,Friend,Responded,Yes,45-54,,True,False,False
FSL-0302,Donna Smith,827447523V,Female,1982-09-01,41,Badulla,Uva,Urban,Regular,2023-02-20,3.2,297553.09,8263.35,5824.11,2439.2400000000007,Active,Silver,No,,,,,,,,Yes,2023-10-07,11,App,No,Verified,2023-04-15,No,No,Yes,1396510.57,Yes,No,3,Branch,Family,Ignored,No,35-44,,True,False,False
FSL-0303,Mary Rivera,905273149V,Female,1990-01-27,33,Jaffna,Northern,Urban,Regular,2019-10-31,6.5,51210.06,3214.24,2281.22,933.02,Active,Standard,No,,,,,,,,Yes,2023-07-10,33,App,No,Verified,2021-09-25,No,No,No,,Yes,Yes,3,Referral,Family,Unsubscribed,Yes,25-34,,True,False,False
FSL-0304,Ashley Roberts,858112461V,Female,1985-11-07,38,Gampaha,Western,Urban,Regular,2017-11-22,8.4,789191.78,62116.52,47077.35,15039.169999999998,Active,Silver,No,,,,,,,,No,,4,Agent,Yes,Expired,2022-04-01,No,No,No,,No,No,1,Referral,Colleague,Responded,No,35-44,,True,True,False
FSL-0305,Jason Thompson,973071934V,Male,1997-11-03,26,Galle,Southern,Suburban,Regular,2016-09-25,9.6,685386.63,25660.63,10133.99,15526.640000000001,Active,Silver,Yes,Business,2628768.71,12.0,240970.47,On-Time,2021-12-26,1698478.51,No,,3,App,Yes,Pending,2022-03-23,No,No,No,,No,No,2,Agent,Family,Ignored,No,25-34,2.478131955973521,True,True,False
FSL-0306,Ashley Nelson,941653551V,Male,1994-06-14,29,Ratnapura,Sabaragamuwa,Urban,Regular,2021-05-16,5.0,44432.14,2491.07,1315.71,1175.3600000000001,Suspended,Standard,Yes,Business,2936754.43,24.0,134601.24,On-Time,2023-10-21,350946.05,No,,3,Online,Yes,Verified,2020-10-17,No,No,Yes,1453192.73,No,No,3,Referral,Family,Ignored,Yes,25-34,7.898472817199441,True,False,False
FSL-0307,Edward Wright,776394253V,Female,1977-05-19,46,Jaffna,Northern,Rural,Regular,2021-01-02,5.3,557287.78,16518.76,11860.7,4658.059999999998,Active,Silver,No,,,,,,,,Yes,2023-06-03,14,App,No,Verified,2020-10-23,No,No,No,,No,No,1,Referral,Friend,Responded,No,45-54,,True,True,False
FSL-0308,Andrew Hall,755367658V,Female,1975-02-05,48,Matara,Southern,Suburban,Premium,2020-01-20,6.3,4744956.85,338960.85,230688.56,108272.28999999998,Active,Gold,No,,,,,,,,Yes,2023-12-08,14,Agent,No,Pending,2023-05-15,No,No,No,,No,No,1,Digital,Colleague,Ignored,Yes,45-54,,True,True,False
FSL-0309,Donna Rivera,011359177V,Male,2001-05-15,22,Ratnapura,Sabaragamuwa,Suburban,Regular,2021-01-30,5.2,352162.37,27625.1,13853.88,13771.22,Inactive,Silver,No,,,,,,,,Yes,2023-10-20,12,Agent,Yes,Pending,2023-11-11,No,No,No,,No,No,1,Digital,Friend,Ignored,Yes,18-24,,True,True,False
FSL-0310,Robert Evans,747389133V,Female,1974-08-26,49,Trincomalee,Eastern,Rural,Premium,2019-12-25,6.3,2765126.84,189002.61,132420.16,56582.44999999998,Inactive,Gold,Yes,Business,1677184.34,12.0,153741.9,On-Time,2022-08-12,1522831.0,Yes,2023-12-21,31,Agent,No,Verified,2022-03-21,Yes,No,Yes,638848.4,No,Yes,4,Agent,,Responded,No,45-54,0.5507273583153242,True,False,False
FSL-0311,,710663512V,Male,1971-03-07,52,Jaffna,Northern,Rural,Regular,2023-04-25,3.0,487957.63,19569.73,17133.23,2436.5,Suspended,Silver,Yes,Business,618348.19,48.0,14170.48,Delayed,2023-11-16,551658.91,Yes,2023-11-10,26,Branch,Yes,Verified,2020-11-20,No,No,No,,No,No,2,Agent,,Unsubscribed,No,45-54,1.1305467443966395,True,True,False
FSL-0312,Mary King,740672528V,Male,1974-03-08,49,Colombo,Western,Suburban,Regular,2021-08-27,4.7,139377.92,7956.52,4982.4,2974.120000000001,Suspended,Standard,No,,,,,,,,Yes,2023-12-05,10,Agent,No,Pending,2021-01-17,No,No,Yes,1117292.72,Yes,No,3,Agent,Colleague,Ignored,No,45-54,,True,False,False
FSL-0313,Andrew Parker,982332694V,Male,1998-08-21,25,Gampaha,Western,Suburban,Regular,2016-03-14,10.1,130631.6,4666.12,1905.53,2760.59,Active,Standard,No,,,,,,,,No,,1,Agent,Yes,Pending,2022-04-27,No,No,Yes,1405939.18,No,Yes,3,Agent,Family,Responded,Yes,25-34,,True,False,False
FSL-0314,Jennifer Collins,750956616V,Male,1975-04-05,48,Jaffna,Northern,Suburban,Regular,2021-02-16,5.2,23911.35,1226.77,555.36,671.41,Active,Standard,No,,,,,,,,Yes,2023-10-11,34,Branch,Yes,Verified,2021-03-20,Yes,No,Yes,1414043.27,Yes,Yes,4,Branch,Friend,Ignored,No,45-54,,True,False,False
FSL-0315,Kimberly Nelson,897059399V,Female,1989-07-24,34,Kurunegala,North Western,Rural,Regular,2017-03-21,9.1,555904.82,40713.85,19080.53,21633.32,Active,Silver,No,,,,,,,,No,,2,Branch,No,Expired,2022-09-26,No,No,No,,No,Yes,2,Digital,,Ignored,Yes,25-34,,True,True,False
FSL-0316,Stephanie Torres,900593740V,Male,1990-02-28,33,Colombo,Western,Rural,Regular,2019-08-06,6.7,248909.37,17324.39,11902.87,5421.519999999999,Suspended,Silver,Yes,Personal,388217.36,36.0,11862.2,On-Time,2020-08-20,156871.97,Yes,2023-11-16,25,Online,Yes,Verified,2020-01-20,No,Yes,No,,No,No,2,Branch,,Responded,No,25-34,0.6302373028383785,True,True,False
FSL-0317,Jessica Campbell,742265555V,Male,1974-08-14,49,Trincomalee,Eastern,Rural,Starter,2022-07-12,3.8,15849.51,1165.89,644.8,521.0900000000001,Inactive,Standard,Yes,Vehicle,634543.72,12.0,58166.51,Delayed,2023-12-04,88692.12,Yes,2023-07-01,9,Agent,Yes,Verified,2022-02-23,No,Yes,Yes,1588280.71,No,Yes,4,Agent,Colleague,Responded,No,45-54,5.595890346136883,True,False,False
FSL-0318,William Mitchell,850491266V,Male,1985-02-18,38,Gampaha,Western,Suburban,Starter,2019-08-28,6.7,109871.78,4008.17,3015.01,993.1599999999999,Active,Standard,No,,,,,,,,Yes,2023-11-04,5,Agent,Yes,Expired,2022-10-07,No,No,Yes,810421.56,No,Yes,3,Digital,Friend,Responded,No,35-44,,True,False,False
FSL-0319,Ronald Harris,733474131V,Male,1973-12-13,50,Jaffna,Northern,Rural,Regular,2015-01-21,11.3,748606.08,53960.19,24595.74,29364.45,Inactive,Silver,Yes,Vehicle,271374.42,36.0,8292.0,Delayed,2023-12-07,214552.06,Yes,2023-07-14,10,Agent,Yes,Verified,2020-10-30,No,No,No,,No,Yes,3,Digital,,Ignored,No,45-54,0.2866020804960601,True,True,False
FSL-0320,Samantha Moore,027878908V,Female,2002-10-14,21,Galle,Southern,Urban,Regular,2022-12-23,3.4,84579.53,4525.93,3728.11,797.8200000000002,Active,Standard,No,,,,,,,,Yes,2023-06-20,6,Agent,Yes,Verified,2021-03-18,No,No,No,,No,No,1,Referral,Colleague,Ignored,No,18-24,,True,True,False
FSL-0321,Debra Miller,792986957V,Male,1979-10-25,44,Kurunegala,North Western,Rural,Starter,2020-10-04,5.6,85045.89,1515.7,517.13,998.57,Active,Standard,No,,,,,,,,No,,4,App,Yes,Expired,2020-08-13,No,No,Yes,154313.87,No,Yes,3,Referral,Friend,Unsubscribed,Yes,35-44,,True,False,False
FSL-0322,Ronald White,872959227V,Male,1987-10-22,36,Kurunegala,North Western,Suburban,Premium,2018-01-21,8.3,2164013.04,49659.91,26295.59,23364.320000000003,Inactive,Gold,Yes,Housing,1237941.7,60.0,22695.6,On-Time,2023-08-04,669510.68,Yes,2023-06-13,17,App,Yes,Verified,2020-03-14,No,No,No,,No,No,2,Agent,,Ignored,No,35-44,0.30938384733578134,True,True,False
FSL-0323,Sandra Hall,772464335V,Male,1977-09-03,46,Jaffna,Northern,Suburban,Regular,2018-03-25,8.1,592428.17,15198.48,9148.64,6049.84,Active,Silver,No,,,,,,,,Yes,2023-11-24,17,Branch,Yes,Verified,2021-01-18,No,No,No,,No,Yes,2,Digital,Family,Unsubscribed,No,45-54,,True,True,False
FSL-0324,Patricia Stewart,962376769V,Male,1996-08-24,27,Ratnapura,Sabaragamuwa,Suburban,Regular,2017-10-10,8.6,388603.23,8825.41,2739.71,6085.7,Active,Silver,Yes,Housing,1599544.09,24.0,73312.44,Delayed,2018-10-29,295905.41,No,,2,Agent,Yes,Verified,2023-01-22,No,No,No,,Yes,Yes,4,Referral,,Ignored,No,25-34,0.7614589564785655,True,False,False
FSL-0325,Helen Davis,007799508V,Female,2000-10-05,23,Colombo,Western,Urban,Regular,2017-06-21,8.9,534306.19,15226.65,9116.19,6110.459999999999,Active,Silver,No,,,,,,,,No,,2,Branch,No,Verified,2022-02-12,No,No,No,,No,No,1,Agent,,Responded,No,18-24,,True,True,False
FSL-0326,Deborah Wright,966577836V,Female,1996-06-05,27,Matara,Southern,Urban,Premium,2020-10-31,5.5,3658260.36,256262.21,95784.86,160477.34999999998,Inactive,Gold,No,,,,,,,,No,,2,Online,Yes,Verified,2023-11-04,No,No,No,,No,No,1,Branch,Colleague,Ignored,Yes,25-34,,True,True,False
FSL-0327,Kimberly Smith,718064560V,Female,1971-11-02,52,Matara,Southern,Rural,Premium,2020-06-23,5.9,1876196.75,85966.15,59845.51,26120.639999999992,Active,Gold,Yes,Vehicle,2642230.18,60.0,48440.89,Delayed,2023-08-15,612419.98,Yes,2023-08-09,11,Branch,Yes,Expired,2021-08-18,No,No,No,,No,No,2,Agent,,Unsubscribed,Yes,45-54,0.32641564910503124,True,True,False
FSL-0328,Margaret Allen,777838140V,Female,1977-10-10,46,Jaffna,Northern,Rural,Premium,2023-08-11,2.7,1397779.99,39335.55,24882.5,14453.050000000003,Active,Gold,Yes,Business,1660200.49,48.0,38046.26,Delayed,2023-11-30,301552.1,Yes,2023-11-25,22,Online,Yes,Verified,2022-05-11,No,No,No,,Yes,No,3,Digital,Family,Ignored,No,45-54,0.21573645506257388,True,False,False
FSL-0329,Nancy Turner,757609900V,Female,1975-09-17,48,Trincomalee,Eastern,Rural,Premium,2019-05-28,6.9,1066711.28,64221.09,37099.54,27121.549999999996,Inactive,Gold,No,,,,,,,,No,,0,App,Yes,Expired,2020-08-07,No,No,Yes,1014789.01,No,Yes,3,Digital,,Responded,Yes,45-54,,True,False,False
FSL-0330,Christine Wilson,001143535V,Male,2000-04-23,23,Matara,Southern,Suburban,Regular,2015-01-27,11.3,648381.14,37229.94,15652.21,21577.730000000003,Active,Silver,Yes,Personal,1583476.55,24.0,72576.01,On-Time,2020-05-20,191534.04,Yes,2023-09-09,5,App,Yes,Verified,2021-01-11,No,No,No,,No,No,2,Digital,,Responded,Yes,18-24,0.2954034720997591,True,True,False
FSL-0331,Andrew Cook,772419380V,Male,1977-08-29,46,Badulla,Uva,Urban,Regular,2018-03-31,8.1,540677.71,41927.12,24979.28,16947.840000000004,Active,Silver,Yes,Personal,1418692.91,48.0,32511.71,On-Time,2021-06-03,693059.77,Yes,2023-06-03,21,App,No,Unknown,2023-06-23,No,No,No,,Yes,No,3,Agent,Colleague,Responded,Yes,45-54,1.2818352914900082,True,False,False
FSL-0332,Debra Rivera,852379602V,Male,1985-08-25,38,Kurunegala,North Western,Suburban,Premium,2016-09-12,9.6,2083401.51,131572.11,66256.38,65315.72999999998,Active,Gold,No,,,,,,,,Yes,2023-12-13,21,Agent,Yes,Pending,2022-09-17,No,No,No,,No,No,1,Referral,Family,Ignored,No,35-44,,True,True,False
FSL-0333,Deborah Turner,735121736V,Female,1973-01-12,51,Colombo,Western,Rural,Premium,2016-01-31,10.2,3493674.37,174565.05,123521.07,51043.97999999998,Active,Gold,Yes,Housing,361023.84,24.0,16546.93,Delayed,2020-05-22,268039.19,Yes,2023-06-17,5,Online,Yes,Pending,2020-05-29,No,No,No,,Yes,Yes,4,Digital,,Ignored,Yes,45-54,0.07672128584782788,True,False,False
FSL-0334,Elizabeth Jackson,925128168V,Female,1992-01-12,31,Matara,Southern,Urban,Regular,2019-11-13,6.5,654793.44,44866.66,18636.6,26230.060000000005,Active,Silver,No,,,,,,,,No,,1,App,No,Expired,2022-01-06,No,No,No,,No,No,1,Agent,Family,Ignored,No,25-34,,True,True,False
FSL-0335,Nicole Rivera,858623258V,Female,1985-12-28,38,Gampaha,Western,Suburban,Regular,2015-10-18,10.5,463938.89,12819.35,7824.27,4995.08,Active,Silver,No,,,,,,,,Yes,2023-10-17,23,App,Yes,Expired,2021-05-29,No,No,No,,Yes,Yes,3,Branch,,Unsubscribed,No,35-44,,True,False,False
FSL-0336,Kevin Evans,941792816V,Male,1994-06-28,29,Trincomalee,Eastern,Suburban,Starter,2017-12-13,8.4,99718.64,2187.48,1209.33,978.1500000000001,Active,Standard,No,,,,,,,,Yes,2023-07-23,23,App,Yes,Verified,2023-02-28,No,No,No,,Yes,No,2,Agent,,Ignored,No,25-34,,True,False,False
FSL-0337,Helen Wilson,026641683V,Female,2002-06-13,21,Gampaha,Western,Urban,Regular,2022-04-17,4.0,293200.99,14265.86,10969.38,3296.4800000000014,Inactive,Silver,Yes,Personal,127743.77,24.0,5854.92,On-Time,2023-05-10,86821.06,No,,4,Agent,Yes,Pending,2023-11-25,No,No,No,,Yes,Yes,4,Referral,Colleague,Responded,No,18-24,0.2961144844701923,True,False,False
FSL-0338,Joseph Martin,740471164V,Male,1974-02-16,49,Galle,Southern,Suburban,Regular,2023-11-23,2.4,438249.71,9968.77,7786.21,2182.5600000000004,Inactive,Silver,Yes,Personal,276004.44,24.0,12650.2,On-Time,2023-12-11,37857.19,Yes,2023-11-15,17,Online,Yes,Verified,2023-09-08,No,No,Yes,1132927.77,No,No,3,Referral,Family,Ignored,No,45-54,0.08638269264342469,True,False,False
FSL-0339,Rebecca Murphy,996185001V,Female,1999-04-28,24,Badulla,Uva,Rural,Regular,2021-01-26,5.3,412687.41,9590.79,8058.71,1532.0800000000008,Active,Silver,No,,,,,,,,Yes,2023-07-23,10,Branch,Yes,Verified,2020-09-08,No,No,Yes,1958028.43,No,No,2,Agent,Friend,Responded,No,18-24,,True,False,False
FSL-0340,Sandra Moore,836742384V,Female,1983-06-23,40,Colombo,Western,Urban,Regular,2020-07-21,5.8,34701.81,1490.63,844.31,646.3200000000002,Active,Standard,Yes,Business,1620851.22,36.0,49526.01,On-Time,2022-07-03,1453320.53,No,,2,Online,No,Verified,2020-02-26,No,No,No,,No,No,2,Digital,Friend,Ignored,No,35-44,41.88025149120464,True,True,False
FSL-0341,Dorothy Mitchell,895059501V,Female,1989-01-05,35,Jaffna,Northern,Urban,Regular,2023-05-13,3.0,794238.2,27237.3,23005.37,4231.93,Active,Silver,No,,,,,,,,Yes,2023-08-03,20,Online,No,Verified,2021-07-15,No,No,No,,No,No,1,Digital,Colleague,Ignored,No,35-44,,True,True,False
FSL-0342,Margaret Thomas,907771282V,Female,1990-10-04,33,Ratnapura,Sabaragamuwa,Urban,Premium,2019-01-09,7.3,2660935.59,188020.43,80981.43,107039.0,Active,Gold,No,,,,,,,,Yes,2023-11-04,22,App,Yes,Verified,2021-07-19,No,No,Yes,431541.1,No,No,2,Branch,Friend,Ignored,Yes,25-34,,True,False,False
FSL-0343,Debra Adams,718234734V,Female,1971-11-19,52,Colombo,Western,Rural,Starter,2017-11-20,8.4,7337.14,518.71,419.97,98.74000000000001,Active,Standard,Yes,Housing,1081702.47,12.0,99156.06,On-Time,2019-02-26,578040.37,Yes,2023-08-23,25,Agent,Yes,Verified,2021-08-02,No,No,No,,No,Yes,3,Referral,,Unsubscribed,No,45-54,78.78279138737982,True,True,False
FSL-0344,Michael Taylor,725015765V,Female,1972-01-01,52,Kandy,Central,Rural,Premium,2021-10-30,4.5,1451658.41,56304.53,41071.95,15232.580000000002,Active,Gold,No,,,,,,,,No,,1,Agent,No,Verified,2020-11-03,No,No,Yes,246891.74,No,Yes,3,Agent,,Ignored,No,45-54,,True,False,False
FSL-0345,Janet Brown,997099592V,Female,1999-07-28,24,Badulla,Uva,Suburban,Regular,2021-06-14,4.9,248590.94,8611.62,3839.44,4772.18,Inactive,Silver,Yes,Business,978708.31,12.0,89714.93,Delayed,2022-09-12,707487.27,No,,2,App,Yes,Verified,2022-01-11,No,No,No,,No,No,2,Branch,,Responded,No,18-24,2.845989761332412,True,True,False
FSL-0346,Paul Phillips,828186596V,Female,1982-11-14,41,Jaffna,Northern,Urban,Regular,2020-08-30,5.7,786933.25,17694.735,29178.1,-11483.364999999998,Inactive,Silver,No,,,,,,,,No,,0,Branch,Yes,Verified,2023-02-09,No,No,Yes,1751971.71,No,Yes,3,Branch,Friend,Responded,No,35-44,,False,False,False
FSL-0347,Cynthia Green,757637591V,Female,1975-09-20,48,Badulla,Uva,Urban,Regular,2018-10-11,7.6,719992.53,53208.34,34845.44,18362.899999999994,Active,Silver,No,,,,,,,,Yes,2023-12-07,24,Agent,No,Verified,2022-06-11,No,No,Yes,448556.48,No,No,2,Digital,Family,Unsubscribed,No,45-54,,True,False,False
FSL-0348,Sharon Stewart,875076250V,Female,1987-01-07,37,Ratnapura,Sabaragamuwa,Urban,Regular,2018-02-18,8.2,756919.12,19539.05,9347.66,10191.39,Active,Silver,No,,,,,,,,No,,4,Agent,Yes,Verified,2020-12-31,No,No,No,,No,No,1,Agent,,Responded,No,35-44,,True,True,False
FSL-0349,Michelle Miller,827843713V,Female,1982-10-11,41,Gampaha,Western,Urban,Regular,2017-07-05,8.8,710572.35,26510.55,22550.29,3960.2599999999984,Suspended,Silver,No,,,,,,,,No,,5,Online,Yes,Verified,2022-11-07,No,Yes,No,,No,No,1,Branch,Friend,Ignored,No,35-44,,True,True,False
FSL-0350,Sharon White,957277987V,Female,1995-08-15,28,Ratnapura,Sabaragamuwa,Suburban,Starter,2018-04-23,8.0,138109.3,8697.44,7405.96,1291.4800000000005,Active,Standard,No,,,,,,,,Yes,2023-06-23,10,Online,No,Verified,2021-12-25,No,No,Yes,241265.63,Yes,Yes,4,Agent,,Ignored,No,25-34,,True,False,False
FSL-0351,Charles Morgan,850611344V,Female,1971-09-21,52,Gampaha,Western,Rural,Regular,2018-07-24,7.8,168510.97,9013.69,7234.22,1779.4700000000003,Active,Standard,No,,,,,,,,Yes,2023-08-02,10,Agent,No,Verified,2021-02-04,No,No,No,,No,Yes,2,Branch,,Unsubscribed,No,45-54,,True,True,False
FSL-0352,Jessica Smith,735079039V,Female,1973-01-07,51,Badulla,Uva,Suburban,Regular,2015-06-08,10.9,346164.29,12387.29,6542.65,5844.640000000001,Active,Silver,No,,,,,,,,Yes,2023-11-16,13,Online,No,Expired,2023-09-30,No,No,No,,No,Yes,2,Digital,Family,Responded,No,45-54,,True,True,False
FSL-0353,Dorothy Flores,847195053V,Female,1984-08-06,39,Kurunegala,North Western,Urban,Regular,2018-07-30,7.8,535278.03,21868.63,11783.99,10084.640000000001,Active,Silver,No,,,,,,,,No,,3,Agent,No,Verified,2021-07-02,No,No,No,,Yes,No,2,Referral,,Ignored,No,35-44,,True,False,False
FSL-0354,Timothy Green,817541895V,Female,1981-09-11,42,Matara,Southern,Suburban,Regular,2022-02-19,4.2,658449.18,25357.3,13842.22,11515.08,Active,Silver,Yes,Housing,2349678.41,12.0,215387.19,Defaulted,2023-11-09,1454776.81,Yes,2023-10-17,3,App,No,Verified,2023-12-14,No,No,No,,Yes,Yes,4,Branch,Colleague,Ignored,No,35-44,2.2093987724306983,True,False,True
FSL-0355,Catherine Hill,830073644V,Male,1983-01-07,41,Jaffna,Northern,Urban,Regular,2023-03-23,3.1,213988.92,4454.92,3596.41,858.5100000000002,Inactive,Silver,No,,,,,,,,Yes,2023-12-20,33,App,Yes,Verified,2021-04-16,No,No,Yes,1524839.25,No,Yes,3,Agent,Family,Ignored,No,35-44,,True,False,False
FSL-0356,Christopher Jones,922317805V,Male,1992-08-18,31,Colombo,Western,Urban,Starter,2021-10-13,4.5,138251.31,3557.68,2322.87,1234.81,Active,Standard,No,,,,,,,,No,,2,Agent,Yes,Verified,2021-07-15,No,No,No,,No,Yes,2,Agent,Friend,Responded,No,25-34,,True,True,False
FSL-0357,Ashley Baker,016939736V,Female,2001-07-12,22,Badulla,Uva,Urban,Premium,2020-07-28,5.8,3774008.54,290928.67,220413.45,70515.21999999997,Active,Gold,No,,,,,,,,Yes,2023-06-07,27,Branch,Yes,Verified,2020-08-11,No,No,No,,No,Yes,2,Branch,Family,Unsubscribed,No,18-24,,True,True,False
FSL-0358,Nancy Garcia,880328758V,Male,1988-02-01,35,Badulla,Uva,Suburban,Regular,2017-08-10,8.7,65967.71,3272.33,1790.34,1481.99,Active,Standard,No,,,,,,,,Yes,2023-11-24,28,App,Yes,Verified,2023-02-25,No,No,No,,No,Yes,2,Agent,,Ignored,No,35-44,,True,True,False
FSL-0359,Christopher Miller,016342269V,Female,2001-05-14,22,Kurunegala,North Western,Urban,Premium,2020-10-30,5.5,3866669.43,115891.11,65195.79,50695.32,Suspended,Gold,Yes,Business,1510794.36,60.0,27697.9,On-Time,2023-11-24,688053.89,Yes,2023-07-01,29,Online,No,Expired,2021-07-09,No,No,No,,No,Yes,3,Branch,,Unsubscribed,No,18-24,0.1779448443825207,True,True,False
FSL-0360,Betty Baker,796646409V,Female,1979-06-13,44,Kandy,Central,Urban,Regular,2020-04-24,6.0,27660.53,1244.12,485.47,758.6499999999999,Active,Standard,No,,,,,,,,Yes,2023-07-19,14,App,Yes,Verified,2020-05-05,No,No,Yes,1309052.7,No,Yes,3,Digital,Family,Responded,No,35-44,,True,False,False
FSL-0361,Edward Turner,866747607V,Female,1986-06-23,37,Matara,Southern,Suburban,Regular,2017-04-09,9.1,80431.38,2344.2,1730.95,613.2499999999998,Active,Standard,Yes,Personal,423777.06,60.0,7769.25,On-Time,2021-07-25,161304.87,No,,4,Online,No,Pending,2023-06-15,No,No,Yes,1588393.34,No,Yes,4,Branch,Family,Responded,No,35-44,2.0054967352294586,True,False,False
